    Reduced Chai Values:
    10796121, 2438129, 1911004, 13149821
    7037935, 2628358, 14197043, 13218612
    9891996, 11539784, 9539156, 10279229
    2271948, 14054739, 3588715, 13063002
    7632542, 6107925, 14195960, 9222940
    7739888, 2896080, 13669743, 13007251
    14131111, 3304411, 1767911, 12586350
    2116352, 4262976, 13435318, 1946028
    1310602, 5369888, 10847069, 4229672
    7200840, 3826564, 3940393, 221236
    13990744, 3013539, 8771613, 13874081
    7416926, 13752894, 4078997, 11125974
    1856752, 598771, 9211932, 6363300
    1081270, 9694637, 5490342, 12312710
    13124547, 12468801, 14790105, 3071359
    6453699, 1653042, 14110149, 3417874
    5610886, 14379978, 3144513, 276362
    3541189, 10951027, 14272067, 4748892
    5894032, 14186772, 10156927, 12851358
    5994018, 4767572, 4034260, 11352879
    10094463, 12328474, 10641690, 12248940
    11760745, 7030627, 4068189, 14134951
    13945209, 12218260, 4945922, 10299354
    8317771, 8584242, 12400424, 5329092
    9184299, 8578524, 13263363, 13461892
    8020578, 5293939, 14541688, 8246022
    1590400, 13829410, 1697549, 7554308
    6462616, 11524273, 499317, 11024801
    1500575, 9752416, 6175748, 7677395
    10290091, 2808773, 5960893, 1269648
    13481778, 4483189, 2727057, 3090126
    2371993, 7469342, 12224735, 10679290
    12496480, 8415023, 4286321, 663187
    6047404, 6924570, 10080232, 2029530
    6707151, 9184096, 4988300, 1610020
    5886547, 7203450, 2377604, 9444107
    4599847, 7232020, 1769155, 14060844
    10987584, 910010, 4233467, 11220494
    12412305, 8939342, 5397483, 11964102
    5632733, 13464897, 13513383, 10188441
    4016013, 9004940, 1431833, 8613435
    6173367, 13385691, 12623677, 6731911
    9033919, 7619045, 8112045, 14403445
    13414662, 11921390, 7200280, 13747189
    14841955, 338359, 7656731, 4705962
    12762945, 1235004, 11391852, 12663126
    11208051, 3379341, 9043187, 14167134
    3539070, 6319142, 4155231, 12126824
    8563980, 2827883, 10577529, 8348355
    2132757, 2977781, 876776, 9776343
    1946091, 5896428, 5539970, 1341864
    3104812, 6656097, 14549334, 12297569
    8129637, 13513116, 9411058, 9379643
    12580924, 4602741, 9012801, 777399
    1548747, 287990, 13942691, 6210798
    13318383, 9503231, 12097042, 11584725
    1696769, 11093804, 6442362, 13556265
    4524884, 8837022, 1886000, 14789044
    14993299, 9821499, 13191398, 10139015
    4391806, 9734390, 2107976, 3222492
    1857454, 96634, 12684024, 8833698
    5786576, 11808393, 5442123, 12393142
    12347792, 630794, 12752966, 11143521
    3975858, 3984711, 13704690, 6440789
    Final Energy Values:
    5193323, 5852850, 1250046, 5226627
    5053798, 34619, 11483192, 8640860
    3462471, 4452989, 12769724, 10561372
    11740047, 11593035, 7755222, 11419
    1303568, 473037, 13318143, 11609921
    12919869, 8513645, 99545, 8877832
    7849814, 1566538, 9121907, 11466960
    2818161, 7454911, 674935, 10007208
    5714282, 13970992, 9300859, 5957579
    4518456, 13469182, 4151660, 11701816
    9048760, 1587171, 9246348, 6401734
    10248855, 2872990, 14161918, 4229459
    8184877, 7770150, 13564390, 1111666
    8282015, 2144746, 1216518, 11764833
    1920574, 5425154, 7985459, 10758943
    8890376, 5875384, 9364357, 9475885
    8665688, 1601157, 12369235, 5091688
    11922683, 8594780, 6506850, 602367
    9606552, 10948157, 8954362, 311260
    14553933, 9512760, 5095947, 7515148
    220574, 222278, 5369879, 10686135
    13444987, 5008724, 5100755, 4627601
    2864340, 1186190, 134292, 8253549
    9278594, 4937969, 3717992, 5465231
    13366907, 5814735, 4439179, 13825108
    10533958, 4947315, 924311, 11404134
    9533265, 14685653, 14548469, 14217642
    11006856, 6905924, 2096204, 9357772
    14036110, 4819084, 3361462, 3751295
    13058332, 5122542, 7564857, 7088941
    664565, 12692610, 10733467, 2738711
    8168805, 10283826, 4808159, 12482555
    5607933, 12016198, 6213509, 14904026
    220756, 13073186, 1994912, 11058683
    13602855, 5978180, 2792902, 10301288
    2994929, 13973024, 5761563, 10939411
    1977952, 14069326, 4178766, 12337048
    9878462, 3211642, 8733385, 6123557
    13248581, 11272313, 13940007, 2002305
    178082, 1707712, 9144481, 7290548
    2715864, 9664784, 5729120, 14808072
    5835864, 6333202, 7716828, 9248727
    8665728, 5764867, 11382186, 14565767
    12318730, 6536639, 1670546, 13967000
    6108171, 13031168, 348679, 13134401
    3786344, 10201342, 11355880, 5026475
    11232219, 5992067, 10115964, 1037681
    7877272, 14805747, 7605908, 12913772
    2152027, 11947169, 4392457, 2380077
    6683955, 9492883, 401474, 1553504
    11675301, 6717728, 2562013, 3186708
    7776378, 9649172, 13754623, 1180610
    7214796, 4956376, 6240129, 14107902
    14912385, 10623565, 8401439, 11181304
    4808447, 10594813, 12675007, 7476035
    8379900, 9839537, 11434648, 13497554
    3261049, 8808359, 3876938, 4339904
    4679710, 2412147, 8465242, 8978449
    5191523, 11613115, 3657834, 8174113
    11100578, 6057754, 379193, 11771151
    2699776, 7505145, 6377095, 1284583
    1659024, 11563577, 4260677, 14939462
    12428662, 14770480, 4316899, 14493410
    5867400, 9232093, 2165057, 9086031
    10884771, 5466023, 14565239, 1950948
    3553720, 8847647, 12498701, 14703426
    577137, 11002330, 12413693, 5384713
    14236048, 9875662, 10091615, 12737657
    11642889, 14350804, 6031893, 6528448
    1846001, 324422, 6936989, 10866879
    13423806, 3505814, 11626650, 4841878
    13773446, 3221662, 1446847, 14011113
    8006672, 7310416, 222359, 612516
    12602847, 6492427, 2943791, 1804671
    14545206, 8111347, 2197601, 11975886
    2611494, 11499721, 9639201, 9699647
    4505080, 4933018, 9112240, 4676756
    12198615, 10593543, 4605869, 10716600
    9911507, 7481510, 14608289, 10911933
    2369467, 4490409, 838054, 817255
    677667, 5556863, 3542150, 9749745
    12981697, 1517637, 1109096, 5548553
    3218813, 542573, 12118163, 2065219
    5044993, 8326029, 8890994, 10622566
    8498074, 1308798, 13217675, 1877858
    5845670, 8491157, 2881181, 11995816
    4828121, 6068702, 13909525, 14563559
    1991942, 1788659, 9194618, 10729434
    3418624, 7865424, 12741669, 10829054
    1362425, 7999378, 1086441, 14796473
    8167001, 8902222, 1871289, 3505263
    14474482, 8946332, 13750933, 11284986
    12943319, 8634310, 13763338, 12137048
    6039150, 3652195, 22207, 7139208
    897211, 7417426, 8557209, 5224189
    7798512, 5894488, 6341597, 1871674
    13726138, 5272732, 9357999, 1367000
    11794805, 13944874, 14752012, 10996197
    2630804, 9747227, 5100735, 11408962
    9420940, 10178066, 8824054, 4140847
    5876108, 464075, 1341913, 4717416
    2798796, 12638973, 1146324, 8190648
    5383422, 4019571, 13316083, 271972
    5681224, 5964902, 10740948, 6551808
    3673567, 2862891, 14581120, 5565163
    11102920, 3608101, 6696002, 3416444
    6489910, 9367214, 5673803, 2896527
    9467522, 807278, 6128084, 10676749
    7838729, 11664798, 11345474, 12136683
    14377098, 11307019, 744652, 8496694
    13580946, 6233512, 13931307, 14927834
    315679, 3763439, 10890455, 3434520
    12008004, 7174495, 11115383, 8059925
    14199048, 7662788, 13495957, 1681064
    10290588, 1439384, 1191395, 4003708
    4841620, 12926754, 13340575, 1044201
    Final Energy Values:
    4393891, 7001306, 6360049, 4528428
    6356521, 4851173, 446, 14302035
    9547445, 5442715, 9748859, 1395551
    7451478, 2142193, 8430412, 7896134
    4450175, 4203738, 1676891, 1100216
    2152903, 13604574, 11845862, 4580623
    2237584, 11069666, 9861104, 10774587
    11153028, 1839001, 14669503, 7389528
    7674403, 11905513, 5101958, 11783465
    831890, 389482, 6867572, 2149396
    8773269, 12079973, 867685, 11590483
    8530761, 2829167, 8730611, 14347722
    14502650, 14591478, 1000740, 13453239
    1379331, 628855, 7858831, 9492140
    2446257, 2247927, 5260558, 6990963
    13748419, 11478002, 294228, 3526354
    5420679, 8494606, 13938584, 11686580
    12174570, 3838108, 5704139, 3762694
    Reduced Chai Values:
    13160922, 790748, 14148206, 13666473
    3567139, 1957497, 4806319, 12906887
    11913014, 3346068, 14861177, 5700438
    12149959, 8423441, 5332684, 10204349
    3192322, 6963314, 10799063, 8143710
    11413289, 9275381, 11554185, 11166300
    4233647, 14596251, 14808731, 12317886
    284579, 9082165, 2768361, 1617580
    12109076, 13609001, 9642003, 12155149
    7592038, 653720, 12158668, 9099080
    12213548, 2523745, 6320874, 12600502
    5810493, 9218512, 2819354, 2549421
    213003, 3847769, 10403104, 5461795
    11709808, 5717539, 5951274, 10947579
    9376461, 2934618, 1483863, 5534488
    5758619, 9234961, 5422185, 11493443
    10163137, 11166189, 325668, 6205356
    1624751, 13972585, 4561946, 1354130
    1774370, 13444890, 8528882, 14765232
    14404386, 7445481, 14543357, 14695586
    10655176, 6958291, 535409, 9558399
    13910041, 10898702, 8646079, 4050344
    11305359, 5897614, 12271288, 10847828
    1221091, 7067418, 5751163, 7826650
    5979479, 10691699, 13119752, 12231121
    1716302, 11428748, 11662022, 7930322
    5992410, 11667058, 9171169, 11526927
    2953361, 14894349, 14134153, 4126638
    8167863, 12550673, 12543902, 11533620
    10756813, 9853755, 10447897, 10481144
    2477289, 2792792, 8160045, 14708692
    12945688, 7677309, 11570099, 5544321
    3297075, 6074074, 10270643, 13328020
    3045323, 821273, 10910144, 2293835
    5550432, 11664507, 14986832, 1744717
    14762365, 1531144, 6881764, 5975884
    4328512, 3681077, 3297217, 8794443
    12567770, 10650591, 1437019, 2774552
    9296827, 13624372, 10608482, 10450749
    7182343, 4537975, 14955422, 2626269
    6224277, 3572896, 334340, 8630084
    10277465, 6598593, 8753251, 7858341
    5070557, 9254036, 9252477, 11358046
    2113216, 11232240, 6642015, 2997736
    12875813, 4055629, 257588, 12372069
    13834598, 2578433, 14051301, 4078839
    6068597, 8870770, 14573420, 7460665
    6400165, 4319764, 12723650, 602383
    4466323, 14393430, 10245699, 5296856
    14935477, 10618050, 1482976, 1299237
    10879491, 4404996, 12652939, 7811650
    8117860, 1169781, 1697258, 5189716
    7180329, 5419914, 7548083, 6766052
    Final Energy Values:
    12580633, 10090896, 831247, 13748180
    3863091, 12099473, 4910796, 5329251
    10689499, 7491690, 13907109, 3393320
    1434908, 7552147, 10192747, 14070295
    11196585, 10997978, 5095608, 3658974
    13838036, 6723169, 8321412, 8175578
    1084425, 8552828, 11813154, 6173615
    11028369, 10566385, 6768419, 1565799
    9679222, 3158323, 10501190, 3647596
    12504530, 3161466, 4579636, 11872265
    5234255, 5672090, 4632199, 4739472
    10816565, 14665839, 13333938, 8064106
    13598994, 12141292, 2851388, 10620136
    4459577, 436859, 13976583, 2948314
    7250076, 7305109, 2314789, 838559
    8768640, 12338709, 2653811, 10300431
    4084984, 10579304, 12462065, 7369123
    14640085, 8123173, 1515361, 11508086
    9546926, 4027773, 11618234, 4974012
    11507322, 12982811, 6361159, 2820544
    13646920, 8530328, 3831126, 11323155
    9430483, 4893406, 14153620, 13911928
    2154064, 7049140, 2183779, 11344279
    5774211, 7751366, 9104266, 4507342
    5173111, 10190432, 14965565, 4263963
    2514376, 8325750, 10856085, 11830332
    13208499, 952675, 11186019, 6665094
    3985749, 5255014, 13207211, 9352347
    3758480, 5071204, 9456817, 4928591
    6355310, 1619032, 11658984, 7967745
    14900273, 7874488, 5815766, 13565497
    10233410, 12960637, 313337, 8004560
    9044373, 12613156, 9451136, 4576611
    3578923, 2928251, 10983972, 14451036
    3705928, 11965080, 12437333, 6065652
    8504621, 4180164, 3597460, 4904632
    6473079, 6725729, 13499529, 446841
    7889291, 6028112, 6579832, 12087243
    5997500, 13925090, 10475290, 9554221
    4908560, 2275072, 4510271, 103577
    1762008, 12697474, 12526257, 1232340
    8866238, 2720541, 13182970, 7559725
    12697751, 10253710, 12499890, 5593261
    6701254, 5278017, 3303279, 9104032
    5720520, 717493, 4089812, 6363684
    2747024, 2029377, 7135524, 8406302
    13023751, 13265374, 1337642, 10299766
    14851700, 14875213, 3705406, 3271236
    1224347, 10576167, 6870444, 7669165
    3259599, 13842047, 3782528, 3503320
    9327459, 8983645, 95833, 6301222
    14362656, 13376194, 14587634, 108136
    244755, 12566941, 8926927, 4936036
    6632844, 12006328, 9771766, 12584546
    1963181, 12445070, 13729827, 8739341
    6089890, 844358, 14729495, 13964491
    14550596, 3177574, 12122251, 7445264
    5794450, 6788643, 11325770, 13104093
    12798687, 7955809, 10438851, 10013184
    9946429, 5558952, 2112908, 5360090
    11216213, 7877704, 13330367, 2350540
    5640491, 13799944, 7343848, 12839910
    8317042, 12556192, 11553335, 12900919
    8821998, 1360199, 9412480, 10977726
    14936038, 14368610, 10884235, 1109786
    5995675, 7853082, 13292048, 11762682
    4774007, 2520215, 10904261, 14139584
    7384214, 13091032, 13525480, 3820880
    7922764, 1073096, 1152159, 6545994
    5410977, 8258141, 6904222, 8640985
    8060223, 1455200, 6740499, 4679793
    13671453, 243427, 9618655, 2215679
    13262338, 11412250, 10171881, 7099258
    8612798, 7554750, 9811628, 12285931
    12161801, 3874704, 2507517, 1358385
    8662005, 7491309, 3770867, 13327802
    89967, 7404650, 13716542, 3436513
    8237277, 5323592, 10089, 8633193
    5620452, 3005393, 10534936, 3851272
    4812929, 14525994, 2299104, 11084202
    13609899, 2808025, 4252075, 1330531
    3776169, 12680959, 4591410, 5962820
    10977346, 9967319, 1536055, 2793777
    3357573, 9528948, 2962883, 8933438
    11272093, 9227466, 5478383, 6725313
    11085931, 10111393, 9477405, 12055279
    12099548, 4575838, 10512842, 10724802
    2620694, 7494334, 8347392, 4947158
    6643671, 2621689, 3041646, 7686348
    12894452, 14514142, 5959726, 7234993
    11273881, 12189530, 10363080, 14003703
    13774595, 10760955, 2452981, 8574915
    9134362, 5649076, 2504027, 13516377
    11271017, 9539113, 3920718, 1561098
    6227504, 5211113, 11197338, 1964154
    7684368, 3776941, 6786834, 12122602
    11803959, 3582968, 7411038, 3813185
    9445730, 9371702, 995715, 7292661
    9201465, 9917356, 10492125, 12204797
    10254355, 14521032, 4853140, 14428927
    13541651, 4536169, 14705009, 4138276
    4522483, 9946997, 10902287, 849861
    10228068, 4060430, 14425306, 1501799
    4903466, 12281029, 3112796, 12195934
    9673421, 66569, 4448221, 5443931
    9573491, 9016955, 13887704, 3144297
    7639283, 8792851, 2297747, 13184268
    11724015, 4605945, 6866137, 4984136
    11486788, 8567089, 7215350, 8926854
    3300073, 10307842, 8964022, 1125154
    6369284, 11356861, 2457223, 1758290
    1042946, 2284664, 14822564, 7201498
    3526760, 5360849, 5913544, 13930993
    14158907, 12604838, 4818430, 11509972
    12959754, 1022398, 5456132, 7949876
    Final Energy Values:
    13624132, 4393247, 14794430, 10561739
    7117536, 7271245, 3892112, 2683732
    11843304, 11582436, 7210362, 13112903
    4168169, 13236467, 4114889, 945643
    202488, 12444960, 14867284, 366247
    13785904, 957622, 5372658, 5374698
    5293256, 9084863, 12056351, 8964022
    9890776, 7895654, 8027447, 157278
    10196295, 1854442, 10082730, 8446412
    10516776, 5231000, 6761708, 13904472
    4438504, 19012, 6028471, 10721842
    3209216, 12539798, 6100838, 8249049
    38448, 3960894, 14201839, 3595876
    12848140, 2393880, 1152842, 6505101
    10317771, 7497718, 4303600, 11147455
    11775784, 1041929, 1507192, 5246808
    1977359, 14167545, 11922975, 4064989
    557318, 11096137, 1347882, 6683178
    6948158, 9586441, 12188343, 5050378
    8666744, 3966333, 1323691, 9392462
    8687104, 14623573, 5551801, 6697007
    10907893, 1233540, 11948541, 8570743
    12164785, 6347010, 4617704, 9297382
    11795525, 1725689, 11252228, 4917109
    13023175, 1108142, 7841406, 2315595
    10385532, 9443989, 11114785, 14162281
    9438672, 14704765, 2121585, 4226678
    10590578, 718325, 9763363, 9259989
    4173946, 6095567, 4870837, 5082102
    5592601, 5049077, 366611, 13843211
    5657241, 7298654, 5530507, 610102
    14221369, 14816310, 9665137, 4211733
    6550584, 9994781, 13493625, 1623382
    11955586, 805095, 512001, 13951682
    3614390, 12207714, 8601632, 4033144
    4954026, 11231302, 8878068, 7202409
    3270493, 10113511, 6882698, 6171082
    6684210, 3154622, 1364818, 5869114
    14624538, 8355218, 2136281, 8079271
    3482587, 4031284, 53956, 5726268
    3942985, 8911855, 8557959, 11472001
    Reduced Chai Values:
    11460087, 13830504, 12398613, 4277822
    13026990, 4222033, 8150582, 3249125
    8031867, 3302084, 2508925, 14356928
    9145869, 452506, 1583272, 3477406
    12511927, 14305215, 1909468, 3534542
    7281365, 9701928, 11712840, 4310925
    10405717, 1265598, 12621549, 5327021
    11539459, 474465, 1425785, 13687962
    11320210, 4519620, 2350543, 8821263
    14426094, 14569616, 1271374, 79335
    5535159, 12701977, 10878314, 8808025
    12063635, 1870457, 13680122, 306739
    8871396, 6880004, 12785812, 130418
    14810271, 13224150, 12659554, 2690264
    10393111, 8369182, 4270844, 1855243
    8856303, 7890194, 151980, 8933525
    8814317, 10120407, 4401797, 1329814
    11424101, 5360730, 9350312, 5402591
    5883022, 8270361, 6126521, 13131701
    11922045, 3235882, 156859, 7670516
    3663271, 9182453, 4558217, 7802473
    7708014, 9015268, 14115344, 3187148
    7137896, 4012363, 9299722, 11005265
    11925154, 7278113, 1370427, 5876519
    13309935, 4031473, 13800939, 3527650
    13155915, 5196556, 6371599, 6464715
    3706693, 2777769, 14469335, 946615
    8536922, 1646222, 7551863, 11077179
    11577907, 6332573, 7877562, 5297119
    7751739, 12403248, 14564693, 4150594
    5718105, 14583257, 11827394, 7657560
    1841708, 13447754, 11123881, 5119262
    10472584, 8057387, 11458147, 556583
    11051818, 10883505, 1363099, 14478292
    3723851, 4269655, 7868828, 14784561
    12263851, 10461533, 7687571, 4579926
    9365946, 8014592, 12968851, 12473541
    8031117, 1181863, 3811076, 4126674
    4809410, 9157520, 12205969, 5419896
    6414202, 13352736, 2394696, 11996665
    10651427, 8515785, 14270722, 1991723
    7018493, 4174979, 8839913, 14606492
    3705242, 13984625, 4346574, 9780438
    8454793, 12581566, 7703257, 12135876
    172726, 7812939, 13080118, 1923102
    4970136, 4085993, 9117188, 3914724
    7393416, 11608395, 9390131, 2201363
    13200868, 1160402, 5885406, 876616
    7394866, 12127145, 3940609, 7045714
    10297566, 2866813, 10828100, 9784541
    9601402, 8867384, 4715393, 12965504
    3239276, 111151, 8893292, 10686160
    6190205, 8479117, 12712855, 2160949
    7464910, 11354991, 2185731, 9596432
    12022299, 5968111, 14438359, 4444711
    6476469, 1407615, 8077854, 1092513
    13018436, 14526931, 13430619, 1332091
    6022201, 5657079, 3899847, 12016800
    3417085, 13195238, 7690017, 13434957
    9976506, 14279990, 6741410, 3733280
    6615758, 7552247, 10258670, 12467101
    5064172, 8578818, 5506609, 8366889
    6474094, 6079918, 1290695, 13507869
    6323181, 8444771, 6335717, 4740312
    4833450, 8936417, 7117117, 1992312
    4692792, 10892124, 11288436, 10695000
    4751355, 11737492, 2022921, 1864003
    957516, 6491414, 2187067, 6143446
    11781571, 4055598, 7908541, 13213018
    4911335, 8985113, 5801177, 6551832
    10511312, 9314217, 11640208, 2314077
    9267193, 14334970, 14055444, 4385846
    6552631, 7975648, 8856546, 14228110
    11623754, 1124806, 7917641, 13427119
    9883755, 12202818, 4953697, 4925689
    13566279, 4090477, 140396, 10097958
    10378501, 13626506, 12600792, 9094493
    1699885, 12424853, 5843004, 10563264
    7540481, 5179138, 12706157, 13384703
    3336340, 7772315, 1954725, 14784418
    10722751, 1302894, 13237625, 6116099
    14242128, 14137957, 1379753, 2950231
    13529715, 4272437, 8666072, 1996563
    1960582, 3474106, 8321549, 14311295
    5210997, 14471540, 11170997, 7647246
    988026, 5343635, 9371008, 12528197
    3464783, 1290463, 4670282, 13361328
    86472, 6535003, 7899324, 2002869
    6676225, 9709505, 12534041, 3364781
    9238627, 3766223, 11382073, 942784
    2275808, 7579846, 3902635, 290958
    8016440, 14177143, 5051120, 13789887
    7456073, 12649864, 12185193, 10547258
    3960801, 10755590, 580261, 8262882
    10528766, 7113582, 8634948, 6962657
    5668877, 354935, 12435781, 12110735
    4706129, 7703639, 13731113, 13981199
    1933370, 7363831, 3013872, 3779724
    13357247, 8497718, 10644458, 9578783
    14650236, 6565776, 12671232, 2109567
    11981676, 564998, 4841289, 10157926
    14339047, 893186, 427522, 4899420
    13429402, 892047, 9764403, 7688429
    2230045, 1337755, 10658118, 9262697
    3481169, 9440969, 2253550, 1487050
    10100447, 8496712, 5913570, 13159804
    1388952, 9216366, 10913765, 3850408
    11006362, 12531214, 10365517, 3233451
    12240162, 10257783, 13626551, 11194224
    7887398, 4659037, 2312376, 3587102
    9704717, 14512483, 1128019, 9996055
    7695071, 3505599, 11609255, 10610436
    12358497, 13449697, 12739760, 5737162
    13426140, 14853748, 12711444, 5852465
    8159613, 8617810, 2432708, 6833698
    11023719, 14562499, 9394819, 4654592
    14859091, 11897473, 4687392, 1016320
    3194630, 14778402, 7354368, 4342321
    11154898, 13603567, 7988007, 13141163
    13964126, 13147248, 5214079, 11425754
    14985712, 6573259, 5356992, 8819878
    5124272, 6126083, 1823461, 13596595
    5204999, 544761, 3866953, 10218262
    14773505, 13081929, 3982376, 7438225
    11062033, 1810077, 4640366, 13861204
    14304806, 3773389, 1842733, 45536
    9007974, 12007147, 12310894, 3396738
    5850635, 9373156, 7496749, 5314883
    12672986, 10372771, 14850315, 6288929
    3706915, 6267735, 11638599, 11441020
    13170369, 5898651, 9646858, 5460878
    3896739, 5405823, 1231936, 454486
    7469057, 6324650, 12009194, 12142543
    5393325, 7823208, 6267535, 8988912
    8864841, 11012467, 5239242, 1222058
    9704097, 10032430, 10503427, 12245613
    5428694, 10346411, 13166528, 1160747
    343767, 1053069, 2245017, 7344689
    14723682, 622503, 11356723, 2955534
    14173360, 10638948, 4329735, 10015992
    5612082, 78289, 9697185, 4197111
    2116030, 1909700, 8956771, 13118642
    10722960, 8829099, 12398922, 6290113
    6500445, 2614643, 524031, 6456725
    149296, 4045336, 12036855, 7582938
    3451983, 8438602, 4612039, 132389
    Final Energy Values:
    4683185, 11560043, 5017478, 1599962
    13042408, 7630470, 10349055, 7281052
    12393517, 14890122, 5284717, 8103651
    5299691, 8640809, 8728458, 2950521
    8635996, 5550429, 5992086, 3205090
